country,classification,type,items,blogs,facebook,news,policies,twitter,wikipedia
FI,Mathematics and computer science,closed,2316,10,45,15,4,244,16
IL,Mathematics and computer science,closed,3346,18,47,22,7,290,33
IN,Mathematics and computer science,closed,24752,20,255,31,13,1080,50
IR,Mathematics and computer science,closed,19394,8,142,16,4,631,40
KE,Mathematics and computer science,closed,30,0,1,1,0,7,0
LU,Mathematics and computer science,closed,172,0,2,0,2,18,0
MA,Mathematics and computer science,closed,1002,0,5,0,0,28,0
MH,Mathematics and computer science,closed,1,0,0,0,0,0,0
MU,Mathematics and computer science,closed,27,0,3,0,0,1,0
MW,Mathematics and computer science,closed,6,0,0,0,0,1,0
NG,Mathematics and computer science,closed,299,3,7,2,1,47,2
OM,Mathematics and computer science,closed,126,0,3,0,0,7,1
PA,Mathematics and computer science,closed,19,0,0,0,1,2,0
PG,Mathematics and computer science,closed,9,0,0,0,0,0,0
SL,Mathematics and computer science,closed,1,0,0,0,0,0,0
SS,Mathematics and computer science,closed,2,0,0,0,0,0,0
TG,Mathematics and computer science,closed,1,0,0,0,0,0,0
TW,Mathematics and computer science,closed,14452,10,103,18,12,527,22
UG,Mathematics and computer science,closed,24,0,0,0,0,6,0
UY,Mathematics and computer science,closed,147,1,0,0,0,15,0
VA,Mathematics and computer science,closed,1,0,0,0,0,0,0
VE,Mathematics and computer science,closed,163,1,1,1,0,14,1
AE,Physical sciences and engineering,closed,1917,16,38,26,3,293,13
AM,Physical sciences and engineering,closed,1240,2,8,3,0,60,3
AO,Physical sciences and engineering,closed,2,0,0,0,0,0,0
AR,Physical sciences and engineering,closed,7371,38,170,44,6,1120,25
BF,Physical sciences and engineering,closed,74,0,1,0,0,5,0
BI,Physical sciences and engineering,closed,9,0,0,0,0,1,0
GL,Physical sciences and engineering,closed,4,0,0,0,0,2,0
HU,Physical sciences and engineering,closed,4062,30,58,21,3,596,28
IN,Physical sciences and engineering,closed,151974,589,2695,646,91,18013,489
IR,Physical sciences and engineering,closed,77026,119,836,197,32,5087,174
BY,Mathematics and computer science,closed,286,0,0,2,0,2,0
CU,Mathematics and computer science,closed,218,0,2,0,0,13,0
CV,Mathematics and computer science,closed,4,0,0,0,0,0,0
GB,Mathematics and computer science,closed,8957,101,218,97,67,1310,102
GE,Mathematics and computer science,closed,172,0,2,0,0,1,0
GP,Mathematics and computer science,closed,20,0,0,0,0,0,0
HN,Mathematics and computer science,closed,5,0,0,0,0,0,0
HU,Mathematics and computer science,closed,1107,1,15,5,2,86,6
KH,Mathematics and computer science,closed,3,0,1,0,0,1,0
LA,Mathematics and computer science,closed,1,0,0,0,0,0,0
ME,Mathematics and computer science,closed,154,1,0,0,0,7,0
MN,Mathematics and computer science,closed,28,0,1,0,0,1,0
MR,Mathematics and computer science,closed,2,0,0,0,0,0,0
NR,Mathematics and computer science,closed,1,0,0,0,0,0,0
NZ,Mathematics and computer science,closed,1212,11,24,12,11,151,10
RW,Mathematics and computer science,closed,6,0,0,0,0,1,0
SV,Mathematics and computer science,closed,2,0,0,0,0,0,0
SY,Mathematics and computer science,closed,14,0,0,0,0,2,0
TH,Mathematics and computer science,closed,1187,0,22,0,1,51,4
UA,Mathematics and computer science,closed,1085,1,5,3,0,37,0
ZM,Mathematics and computer science,closed,4,0,0,0,0,1,0
AZ,Physical sciences and engineering,closed,956,1,5,4,0,40,3
BB,Physical sciences and engineering,closed,40,2,1,2,0,9,0
BT,Physical sciences and engineering,closed,6,0,1,0,0,0,0
CG,Physical sciences and engineering,closed,13,1,0,0,0,2,0
CH,Physical sciences and engineering,closed,15791,597,766,683,58,4432,186
EG,Physical sciences and engineering,closed,16366,33,257,69,14,1232,31
FJ,Physical sciences and engineering,closed,62,0,3,0,1,13,3
GF,Physical sciences and engineering,closed,9,0,0,0,0,0,0
GP,Physical sciences and engineering,closed,21,0,0,0,0,3,1
JM,Physical sciences and engineering,closed,57,0,1,0,0,11,1
KI,Physical sciences and engineering,closed,1,0,0,0,0,0,0
LV,Physical sciences and engineering,closed,1021,7,22,3,0,99,0
MA,Physical sciences and engineering,closed,2883,2,30,5,1,187,6
MG,Physical sciences and engineering,closed,20,0,1,0,0,3,0
MM,Physical sciences and engineering,closed,26,0,1,2,0,4,0
CH,Mathematics and computer science,closed,2570,23,59,39,13,339,18
CY,Mathematics and computer science,closed,319,0,5,0,3,27,0
FJ,Mathematics and computer science,closed,29,0,4,0,1,4,0
KR,Mathematics and computer science,closed,21158,34,147,40,19,714,14
LI,Mathematics and computer science,closed,5,0,1,0,0,5,0
LY,Mathematics and computer science,closed,41,0,1,0,0,3,0
MC,Mathematics and computer science,closed,2,0,0,0,0,0,0
MD,Mathematics and computer science,closed,32,0,0,0,0,3,0
MX,Mathematics and computer science,closed,3930,6,55,6,1,308,8
MY,Mathematics and computer science,closed,3854,8,77,7,6,282,33
PL,Mathematics and computer science,closed,4285,8,39,6,1,257,20
PT,Mathematics and computer science,closed,2974,5,70,8,6,277,10
PY,Mathematics and computer science,closed,18,0,1,1,0,3,0
SI,Mathematics and computer science,closed,1062,4,22,1,3,104,6
SN,Mathematics and computer science,closed,49,0,0,0,1,2,0
SO,Mathematics and computer science,closed,1,0,0,0,0,0,0
TN,Mathematics and computer science,closed,2337,3,16,2,0,73,3
TZ,Mathematics and computer science,closed,26,0,0,0,0,1,0
VC,Mathematics and computer science,closed,1,0,0,0,0,1,0
ZW,Mathematics and computer science,closed,15,0,1,0,0,3,0
AD,Physical sciences and engineering,closed,1,0,0,0,0,0,0
AL,Physical sciences and engineering,closed,26,0,0,0,0,2,0
BA,Physical sciences and engineering,closed,177,1,2,1,0,14,0
BE,Physical sciences and engineering,closed,12963,114,362,186,65,2852,87
BG,Physical sciences and engineering,closed,2099,2,31,11,5,201,7
BW,Physical sciences and engineering,closed,93,2,2,1,1,11,0
CM,Physical sciences and engineering,closed,631,3,9,1,3,74,0
CN,Physical sciences and engineering,closed,634741,3721,8907,5187,296,71218,1053
CR,Physical sciences and engineering,closed,139,3,11,3,0,22,1
CU,Physical sciences and engineering,closed,608,5,10,2,1,122,1
CV,Physical sciences and engineering,closed,3,0,0,0,0,0,0
EC,Physical sciences and engineering,closed,368,0,13,1,2,68,1
ES,Physical sciences and engineering,closed,39208,505,1241,702,131,8786,179
FR,Physical sciences and engineering,closed,61607,549,1518,847,111,12080,283
GH,Physical sciences and engineering,closed,253,1,4,2,1,33,1
GR,Physical sciences and engineering,closed,8562,43,166,44,33,1164,36
SA,Mathematics and computer science,closed,3189,5,35,11,4,174,5
SG,Mathematics and computer science,closed,5188,17,59,32,7,321,25
SR,Mathematics and computer science,closed,1,0,0,0,0,1,0
SZ,Mathematics and computer science,closed,3,0,0,0,0,0,0
TD,Mathematics and computer science,closed,2,0,0,0,0,0,0
TR,Mathematics and computer science,closed,7980,9,151,11,8,514,10
TT,Mathematics and computer science,closed,31,0,2,0,1,1,0
VN,Mathematics and computer science,closed,1661,0,9,1,2,39,0
YE,Mathematics and computer science,closed,64,0,2,0,0,6,0
ZA,Mathematics and computer science,closed,1578,25,24,7,0,151,6
AF,Physical sciences and engineering,closed,7,0,0,0,0,1,0
AT,Physical sciences and engineering,closed,8531,157,277,209,26,1494,57
BH,Physical sciences and engineering,closed,90,0,2,0,0,8,1
CL,Physical sciences and engineering,closed,3591,32,77,19,4,617,19
DK,Physical sciences and engineering,closed,6850,125,296,195,48,1716,46
DO,Physical sciences and engineering,closed,8,0,0,1,0,1,0
DZ,Physical sciences and engineering,closed,7260,6,73,11,3,358,5
FM,Physical sciences and engineering,closed,2,0,0,0,1,2,0
GE,Physical sciences and engineering,closed,279,0,4,2,0,25,0
ID,Physical sciences and engineering,closed,1504,6,28,5,3,150,4
IL,Physical sciences and engineering,closed,9264,171,388,253,8,2173,119
KE,Physical sciences and engineering,closed,168,0,4,0,2,23,0
MC,Physical sciences and engineering,closed,19,1,1,0,0,3,0
ME,Physical sciences and engineering,closed,59,0,0,0,0,0,0
MY,Physical sciences and engineering,closed,15620,42,262,63,29,1129,61
PL,Physical sciences and engineering,closed,28967,115,491,152,30,3648,83
RE,Physical sciences and engineering,closed,2,0,0,0,0,0,0
RO,Physical sciences and engineering,closed,7143,23,78,32,10,625,10
SC,Physical sciences and engineering,closed,1,0,0,0,0,1,0
SK,Physical sciences and engineering,closed,3390,19,40,11,3,366,10
SN,Physical sciences and engineering,closed,120,0,2,0,1,19,0
SR,Physical sciences and engineering,closed,6,0,0,0,0,1,0
SZ,Physical sciences and engineering,closed,6,0,0,0,0,1,0
TJ,Physical sciences and engineering,closed,81,0,0,0,0,2,0
AF,Social sciences and humanities,closed,21,1,2,1,1,10,0
AM,Social sciences and humanities,closed,41,0,5,1,1,16,2
AW,Life and earth sciences,closed,1,0,0,0,0,0,0
BI,Life and earth sciences,closed,21,0,1,0,0,6,0
BM,Life and earth sciences,closed,25,1,4,1,1,17,0
BN,Life and earth sciences,closed,85,5,6,2,0,20,4
BT,Life and earth sciences,closed,32,2,6,1,1,10,0
CF,Life and earth sciences,closed,12,0,2,0,0,2,0
DJ,Life and earth sciences,closed,11,0,0,0,0,3,3
EG,Life and earth sciences,closed,6069,55,222,64,27,1142,64
FJ,Life and earth sciences,closed,53,4,5,1,1,22,2
GD,Life and earth sciences,closed,21,0,3,1,1,13,1
GF,Life and earth sciences,closed,61,7,3,2,0,23,3
GI,Life and earth sciences,closed,9,1,5,2,0,4,2
GM,Life and earth sciences,closed,19,1,3,1,1,7,0
GY,Life and earth sciences,closed,13,2,3,3,1,9,1
IE,Life and earth sciences,closed,2883,138,252,91,55,1224,61
IR,Life and earth sciences,closed,21255,164,539,152,34,3089,131
KM,Life and earth sciences,closed,5,0,2,0,0,3,0
KN,Life and earth sciences,closed,37,2,6,1,0,22,0
KZ,Life and earth sciences,closed,284,4,13,1,3,47,3
LC,Life and earth sciences,closed,1,0,0,0,0,0,0
LS,Life and earth sciences,closed,12,0,3,1,1,4,0
MD,Life and earth sciences,closed,54,0,5,0,0,10,1
NG,Life and earth sciences,closed,2227,27,78,27,20,486,9
OM,Life and earth sciences,closed,442,11,26,4,2,93,4
PE,Life and earth sciences,closed,473,25,63,16,12,200,21
PF,Life and earth sciences,closed,88,5,10,5,3,25,3
PS,Life and earth sciences,closed,38,2,2,0,0,10,0
RE,Life and earth sciences,closed,40,4,6,1,1,11,0
RS,Life and earth sciences,closed,2527,27,85,23,5,416,15
RW,Life and earth sciences,closed,88,3,7,3,3,28,2
SI,Life and earth sciences,closed,1430,27,75,18,14,362,29
SL,Life and earth sciences,closed,18,0,3,2,1,7,1
SN,Life and earth sciences,closed,265,9,18,5,8,83,1
ST,Life and earth sciences,closed,2,0,0,0,0,2,0
SZ,Life and earth sciences,closed,24,1,4,1,0,9,1
TD,Life and earth sciences,closed,11,0,0,0,0,2,0
TO,Life and earth sciences,closed,4,0,0,0,2,1,0
UY,Life and earth sciences,closed,921,24,86,20,6,321,30
DE,Physical sciences and engineering,closed,97091,2113,4633,3003,163,22791,725
DJ,Physical sciences and engineering,closed,5,0,1,0,0,2,0
ER,Physical sciences and engineering,closed,2,0,0,0,0,0,0
GB,Physical sciences and engineering,closed,37419,864,1451,882,217,9059,505
GD,Physical sciences and engineering,closed,7,0,1,1,0,2,0
GT,Physical sciences and engineering,closed,7,0,1,0,0,3,0
GY,Physical sciences and engineering,closed,5,0,0,1,0,1,0
HR,Physical sciences and engineering,closed,2271,8,36,16,4,297,6
IE,Physical sciences and engineering,closed,4077,46,137,77,11,1102,35
JO,Physical sciences and engineering,closed,1395,2,29,4,0,146,8
KP,Physical sciences and engineering,closed,121,0,2,1,0,11,0
KR,Physical sciences and engineering,closed,97481,777,1531,985,79,9532,207
LI,Physical sciences and engineering,closed,25,0,0,0,0,2,0
LR,Physical sciences and engineering,closed,1,0,0,0,0,0,0
LU,Physical sciences and engineering,closed,504,4,9,6,1,93,2
MN,Physical sciences and engineering,closed,66,0,1,0,0,4,0
RS,Physical sciences and engineering,closed,5132,15,63,19,8,504,10
SA,Physical sciences and engineering,closed,12178,81,188,137,11,1156,41
SE,Physical sciences and engineering,closed,14392,210,397,265,101,2960,96
SG,Physical sciences and engineering,closed,19360,432,668,685,23,3661,123
TR,Physical sciences and engineering,closed,28381,57,324,74,33,2383,42
TW,Physical sciences and engineering,closed,38004,198,530,201,33,3688,63
UA,Physical sciences and engineering,closed,10962,23,78,24,1,666,30
UG,Physical sciences and engineering,closed,67,3,3,2,0,16,0
UZ,Physical sciences and engineering,closed,551,1,5,0,1,41,0
VE,Physical sciences and engineering,closed,699,1,13,2,2,105,4
WS,Physical sciences and engineering,closed,1,0,0,0,0,1,0
YE,Physical sciences and engineering,closed,182,1,8,1,0,16,1
BI,Social sciences and humanities,closed,9,0,3,0,0,5,0
BM,Social sciences and humanities,closed,2,0,0,0,0,0,0
BO,Social sciences and humanities,closed,25,0,3,1,1,10,0
BZ,Social sciences and humanities,closed,3,0,1,0,0,2,0
CH,Social sciences and humanities,closed,6403,414,696,328,253,3040,97
CL,Social sciences and humanities,closed,1854,56,160,40,49,717,23
DO,Social sciences and humanities,closed,12,1,3,0,1,5,0
EE,Social sciences and humanities,closed,564,19,54,8,11,176,9
KM,Physical sciences and engineering,closed,1,0,0,0,0,1,0
KN,Physical sciences and engineering,closed,2,0,0,0,0,1,0
KY,Physical sciences and engineering,closed,2,0,0,0,0,1,0
LA,Physical sciences and engineering,closed,7,0,0,0,0,1,0
MK,Physical sciences and engineering,closed,192,0,3,3,1,11,1
ML,Physical sciences and engineering,closed,8,0,1,0,0,2,0
MT,Physical sciences and engineering,closed,156,0,5,2,0,15,2
MX,Physical sciences and engineering,closed,13252,71,346,70,9,1804,39
MZ,Physical sciences and engineering,closed,10,0,0,0,0,0,0
NA,Physical sciences and engineering,closed,20,0,0,0,0,2,0
NG,Physical sciences and engineering,closed,1727,20,30,8,2,207,4
NO,Physical sciences and engineering,closed,4799,56,156,81,27,782,26
NZ,Physical sciences and engineering,closed,3594,42,105,48,19,815,29
OM,Physical sciences and engineering,closed,567,2,12,0,0,67,1
PE,Physical sciences and engineering,closed,196,4,11,2,0,31,2
PF,Physical sciences and engineering,closed,9,0,0,0,0,2,1
PG,Physical sciences and engineering,closed,12,0,3,0,0,1,0
PS,Physical sciences and engineering,closed,122,1,0,0,0,8,0
PW,Physical sciences and engineering,closed,2,0,0,0,0,0,0
TG,Physical sciences and engineering,closed,24,0,0,0,0,1,0
TH,Physical sciences and engineering,closed,8557,30,199,49,7,838,28
TZ,Physical sciences and engineering,closed,104,0,2,1,1,12,1
AW,Social sciences and humanities,closed,3,0,0,0,0,1,0
AZ,Social sciences and humanities,closed,34,0,5,1,2,12,0
BD,Social sciences and humanities,closed,467,14,36,10,18,153,4
BR,Social sciences and humanities,closed,6429,206,679,198,137,2319,52
BT,Social sciences and humanities,closed,17,1,3,0,3,8,1
CY,Social sciences and humanities,closed,558,14,40,10,9,173,5
DE,Social sciences and humanities,closed,28509,1346,2712,1149,736,11200,395
EG,Social sciences and humanities,closed,826,23,92,14,18,266,5
FK,Social sciences and humanities,closed,1,0,0,0,0,0,0
GI,Social sciences and humanities,closed,1,0,0,0,0,1,0
GL,Social sciences and humanities,closed,12,0,2,1,0,5,0
GM,Social sciences and humanities,closed,6,1,2,0,0,3,0
GN,Social sciences and humanities,closed,8,2,1,2,0,4,0
GQ,Social sciences and humanities,closed,1,0,0,0,0,0,0
HR,Social sciences and humanities,closed,629,16,47,16,5,205,8
MR,Physical sciences and engineering,closed,3,0,0,0,0,0,0
MU,Physical sciences and engineering,closed,114,0,3,1,0,19,0
MW,Physical sciences and engineering,closed,11,0,0,0,1,1,0
NE,Physical sciences and engineering,closed,18,1,0,0,0,1,0
PA,Physical sciences and engineering,closed,29,0,1,0,0,8,0
PH,Physical sciences and engineering,closed,472,3,35,2,2,89,0
PY,Physical sciences and engineering,closed,21,1,1,1,0,6,0
QA,Physical sciences and engineering,closed,1011,6,21,2,3,166,3
SS,Physical sciences and engineering,closed,3,0,0,0,0,0,0
SY,Physical sciences and engineering,closed,301,0,6,1,0,18,0
VN,Physical sciences and engineering,closed,3799,11,65,13,4,326,7
ZM,Physical sciences and engineering,closed,21,0,1,0,1,4,0
AE,Social sciences and humanities,closed,827,23,51,19,9,264,9
BN,Social sciences and humanities,closed,46,1,5,0,1,16,0
CD,Social sciences and humanities,closed,39,1,6,2,2,18,3
DM,Social sciences and humanities,closed,4,2,3,0,0,3,1
DZ,Social sciences and humanities,closed,150,0,5,0,1,14,0
GT,Social sciences and humanities,closed,44,3,6,0,0,15,0
HU,Social sciences and humanities,closed,1037,48,114,32,13,402,18
IR,Social sciences and humanities,closed,3909,49,209,44,30,880,28
KE,Social sciences and humanities,closed,449,41,41,21,40,200,6
LB,Social sciences and humanities,closed,465,16,59,15,9,216,8
LU,Social sciences and humanities,closed,361,11,29,9,15,143,3
MA,Social sciences and humanities,closed,204,3,10,1,5,36,0
ME,Social sciences and humanities,closed,37,0,2,2,0,7,0
MH,Social sciences and humanities,closed,1,0,1,0,1,1,0
MR,Social sciences and humanities,closed,4,0,0,0,0,1,0
MU,Social sciences and humanities,closed,70,0,4,2,1,16,1
NA,Social sciences and humanities,closed,19,0,2,1,1,5,0
NG,Social sciences and humanities,closed,928,35,52,13,15,289,6
NI,Social sciences and humanities,closed,18,0,1,0,0,4,0
NO,Social sciences and humanities,closed,5210,326,683,310,189,2492,75
NR,Social sciences and humanities,closed,3,0,0,0,0,0,0
OM,Social sciences and humanities,closed,146,6,7,2,2,48,2
PA,Social sciences and humanities,closed,18,0,2,1,3,5,1
PG,Social sciences and humanities,closed,29,2,3,2,4,12,0
PH,Social sciences and humanities,closed,431,16,61,9,17,150,5
HN,Physical sciences and engineering,closed,4,0,0,0,0,1,0
IT,Physical sciences and engineering,closed,50908,421,1317,516,175,8071,290
KZ,Physical sciences and engineering,closed,1021,2,9,1,1,59,1
LY,Physical sciences and engineering,closed,143,0,6,1,0,16,0
NC,Physical sciences and engineering,closed,10,0,0,1,0,1,0
NL,Physical sciences and engineering,closed,12846,234,506,342,108,3149,119
NP,Physical sciences and engineering,closed,171,0,9,2,0,32,0
RU,Physical sciences and engineering,closed,88600,276,572,624,18,5320,197
SD,Physical sciences and engineering,closed,229,1,5,0,1,14,0
SI,Physical sciences and engineering,closed,3649,21,78,30,14,511,21
SL,Physical sciences and engineering,closed,2,0,0,0,0,0,0
SO,Physical sciences and engineering,closed,2,0,0,0,0,1,0
TD,Physical sciences and engineering,closed,10,0,0,0,0,0,0
TM,Physical sciences and engineering,closed,15,0,0,0,0,0,0
TN,Physical sciences and engineering,closed,7244,12,97,16,7,509,14
TT,Physical sciences and engineering,closed,75,0,0,0,0,11,0
US,Physical sciences and engineering,closed,237219,7078,9757,8172,825,57015,2617
ZW,Physical sciences and engineering,closed,67,4,2,2,3,15,0
AR,Social sciences and humanities,closed,1026,32,142,16,27,387,13
