year,indicator,counts,n_items
2012,twitter,60,72
2018,twitter,99,194
2012,twitter,23,465
2018,twitter,1095,2
2014,twitter,592,1
2017,twitter,1211,1
2017,twitter,390,3
2018,twitter,6193,1
2015,twitter,15,3432
2014,twitter,137,17
2017,twitter,1266,1
2013,twitter,322,5
2014,twitter,143,18
2014,twitter,243,4
2018,twitter,689,2
2013,twitter,222,4
2015,twitter,256,8
2017,twitter,384,6
2016,twitter,71,181
2015,twitter,158,22
2017,twitter,135,81
2016,twitter,1745,1
2012,twitter,89,21
2014,twitter,810,1
2017,twitter,599,3
2018,twitter,12070,1
2013,twitter,817,1
2016,twitter,1602,1
2016,twitter,297,10
2016,twitter,961,1
2017,twitter,1357,1
2013,twitter,107,26
2014,twitter,100,41
2015,twitter,164,16
2013,twitter,293,5
2016,twitter,583,2
2018,twitter,9654,1
2018,twitter,168,59
2018,twitter,239,25
2017,twitter,175,40
2016,twitter,111,53
2013,twitter,577,1
2018,twitter,832,1
2016,twitter,1362,1
2016,twitter,752,1
2016,twitter,82,129
2016,twitter,88,100
2015,twitter,24,1409
2013,twitter,1003,1
2014,twitter,624,1
2013,twitter,1218,1
2016,twitter,821,1
2016,twitter,11,7864
2012,twitter,3641,1
2018,twitter,139,91
2016,twitter,1462,1
2018,twitter,803,1
2012,twitter,1895,1
2012,twitter,83,27
2017,twitter,593,4
2018,twitter,657,2
2012,twitter,1672,1
2015,twitter,87,74
2016,twitter,151,45
2016,twitter,729,2
2014,twitter,269,3
2018,twitter,279,13
2018,twitter,122,106
2017,twitter,215,25
2012,twitter,129,12
2015,twitter,333,5
2017,twitter,710,1
2016,twitter,42,550
2015,twitter,273,10
2017,twitter,413,7
2017,twitter,204,25
2018,twitter,231,31
2018,twitter,477,8
2013,twitter,834,1
2015,twitter,728,1
2015,twitter,1306,1
2017,twitter,1094,1
2014,twitter,415,1
2015,twitter,1358,1
2016,twitter,543,1
2017,twitter,453,3
2014,twitter,950,1
2017,twitter,307,14
2018,twitter,30,1799
2012,twitter,235,4
2017,twitter,848,1
2018,twitter,1078,1
2014,twitter,134,17
2017,twitter,350,2
2012,twitter,361,1
2018,twitter,271,18
2018,twitter,935,1
2017,twitter,1369,1
2017,twitter,1867,1
2018,twitter,1290,2
2015,twitter,410,1
2014,twitter,346,8
2018,twitter,33,1525
2016,twitter,901,3
2018,twitter,1696,1
2012,twitter,647,1
2016,twitter,927,1
2015,twitter,765,1
2012,twitter,573,1
2018,twitter,388,8
2013,twitter,190,9
2015,twitter,416,2
2012,twitter,126,13
2015,twitter,339,5
2015,twitter,2331,1
2015,twitter,908,1
2013,twitter,2105,1
2017,twitter,493,2
2017,twitter,3862,1
2017,twitter,567,4
2017,twitter,344,7
2018,twitter,159,65
2018,twitter,1084,4
2016,twitter,623,1
2013,twitter,548,1
2017,twitter,1781,1
2012,twitter,281,1
2014,twitter,17,2024
2016,twitter,145,38
2012,twitter,135,8
2016,twitter,738,2
2017,twitter,553,1
2014,twitter,509,2
2016,twitter,984,1
2018,twitter,866,1
2015,twitter,671,1
2017,twitter,161,36
2014,twitter,117,22
2013,twitter,594,1
2014,twitter,363,1
2016,twitter,343,1
2012,twitter,6,7247
2018,twitter,82,264
2014,twitter,395,1
2018,twitter,580,2
2015,twitter,104,53
2014,twitter,40,347
2013,twitter,119,31
2017,twitter,301,10
2015,twitter,173,13
2014,twitter,369,4
2015,twitter,224,13
2018,twitter,1104,1
2013,twitter,2752,1
2016,twitter,497,1
2015,twitter,433,1
2014,twitter,469,2
2013,twitter,162,6
2016,twitter,354,4
2015,twitter,533,2
2016,twitter,852,1
2014,twitter,967,1
2017,twitter,275,11
2014,twitter,446,3
2014,twitter,154,15
2018,twitter,606,3
2017,twitter,444,3
2012,twitter,149,5
2017,twitter,616,2
2018,twitter,5898,1
2016,twitter,31,1038
2015,twitter,1129,1
2015,twitter,110,52
2017,twitter,865,1
2017,twitter,473,7
2018,twitter,600,3
2014,twitter,197,12
2017,twitter,487,7
2018,twitter,2174,1
2018,twitter,2,113675
2018,twitter,251,19
2018,twitter,494,5
2018,twitter,245,31
2017,twitter,4658,1
2018,twitter,351,12
2015,twitter,745,1
2013,twitter,27,508
2016,twitter,317,5
2015,twitter,253,6
2018,twitter,3199,1
2015,twitter,502,2
2012,twitter,212,1
2013,twitter,276,2
2016,twitter,1156,1
2012,twitter,604,1
2015,twitter,2025,1
2015,twitter,894,1
2018,twitter,643,1
2016,twitter,298,8
2012,twitter,516,1
2018,twitter,2086,1
2016,twitter,14,4925
2013,twitter,154,15
2013,twitter,935,1
2018,twitter,4648,1
2013,twitter,795,1
2013,twitter,294,3
2012,twitter,230,3
2012,twitter,376,2
2013,twitter,440,4
2017,twitter,1003,1
2014,twitter,713,1
2016,twitter,229,18
2014,twitter,16016,1
2018,twitter,2132,1
2016,twitter,2004,1
2016,twitter,60,294
2017,twitter,1,198970
2017,twitter,124,95
2015,twitter,660,2
2012,twitter,178,3
2017,twitter,356,5
2015,twitter,382,2
2017,twitter,1684,1
2014,twitter,899,1
2014,twitter,9,7230
2018,twitter,1451,1
2017,twitter,1043,2
2017,twitter,748,1
2018,twitter,775,1
2018,twitter,217,32
2016,twitter,89,125
2017,twitter,70,287
2013,twitter,549,1
2016,twitter,398,4
2014,twitter,258,5
2016,twitter,484,1
2018,twitter,526,3
2017,twitter,4089,1
2018,twitter,821,1
2017,twitter,757,1
2018,twitter,180,45
2018,twitter,3180,1
2018,twitter,1846,1
2017,twitter,502,4
2018,twitter,566,5
2015,twitter,36,588
2017,twitter,508,2
2018,twitter,1800,1
2016,twitter,833,1
2016,twitter,1325,2
2013,twitter,300,2
2018,twitter,1159,1
2013,twitter,446,1
2016,twitter,1720,1
2015,twitter,1052,1
2016,twitter,547,2
2016,twitter,120,58
2018,twitter,177,42
2017,twitter,113,108
2013,twitter,663,1
2018,twitter,675,1
2017,twitter,754,1
2015,twitter,626,1
2014,twitter,112,34
2018,twitter,389,11
2012,twitter,313,1
2018,twitter,34,1462
2017,twitter,253,18
2016,twitter,189,23
2018,twitter,317,17
2015,twitter,248,4
2018,twitter,1030,1
2014,twitter,398,1
2013,twitter,91,35
2012,twitter,127,7
2018,twitter,701,1
2012,twitter,668,1
2013,twitter,406,2
2013,twitter,732,1
2017,twitter,1819,1
2018,twitter,558,4
2016,twitter,504,1
2018,twitter,2696,1
2013,twitter,114,15
2014,twitter,178,18
2017,twitter,468,2
2016,twitter,126,59
2015,twitter,62,199
2015,twitter,560,2
2018,twitter,752,2
2016,twitter,20,2325
2017,twitter,47,608
2018,twitter,111,128
2015,twitter,952,1
2012,twitter,699,1
2017,twitter,476,3
2013,twitter,122,23
2012,twitter,58,64
2017,twitter,227,22
2015,twitter,1344,1
2016,twitter,1002,1
2018,twitter,1485,2
2018,twitter,489,5
2018,twitter,346,6
2018,twitter,2510,1
2017,twitter,780,1
2018,twitter,744,1
2014,twitter,433,1
2017,twitter,674,1
2013,twitter,128,18
2014,twitter,533,1
2018,twitter,887,2
2015,twitter,205,20
2016,twitter,269,9
2017,twitter,333,14
2018,twitter,1920,1
2014,twitter,75,91
2013,twitter,82,58
2012,twitter,18,811
2013,twitter,11,3451
2014,twitter,739,1
2015,twitter,1799,1
2016,twitter,1792,1
2017,twitter,219,23
2018,twitter,2275,1
2014,twitter,501,1
2016,twitter,512,1
2012,twitter,373,2
2018,twitter,306,17
2018,twitter,45,883
2018,twitter,807,1
2018,twitter,638,1
2012,twitter,636,1
2013,twitter,59,120
2018,twitter,1448,1
2017,twitter,622,1
2018,twitter,993,1
2014,twitter,576,1
2015,twitter,634,1
2017,twitter,4,45751
2014,twitter,1804,1
2018,twitter,2968,1
2018,twitter,214,39
2014,twitter,6,15636
2015,twitter,70,143
2016,twitter,650,3
2018,twitter,360,10
2015,twitter,1373,1
2015,twitter,465,2
2014,twitter,745,1
2017,twitter,1675,1
2012,twitter,175,3
2014,twitter,724,2
2015,twitter,367,1
2018,twitter,1739,1
2016,twitter,211,17
2014,twitter,83,54
2018,twitter,1390,1
2013,twitter,382,1
2017,twitter,544,3
2013,twitter,262,4
2014,twitter,326,3
2015,twitter,316,4
2013,twitter,90,43
2016,twitter,552,3
2012,twitter,26,345
2012,twitter,641,1
2016,twitter,280,6
2017,twitter,95,126
2017,twitter,238,24
2016,twitter,801,1
2015,twitter,4,40977
2018,twitter,208,35
2017,twitter,722,1
2015,twitter,396,2
2013,twitter,133,22
2018,twitter,1141,1
2016,twitter,460,2
2018,twitter,992,1
2018,twitter,4081,1
2017,twitter,330,6
2013,twitter,376,1
2013,twitter,1507,1
2017,twitter,381,6
2014,twitter,930,1
2017,twitter,971,1
2012,twitter,455,1
2013,twitter,127,21
2012,twitter,63,52
2018,twitter,102,179
2014,twitter,289,6
2016,twitter,417,3
2014,twitter,573,1
2018,twitter,426,3
2016,twitter,369,1
2014,twitter,218,13
2018,twitter,1777,1
2017,twitter,717,1
2018,twitter,781,1
2014,twitter,4177,1
2014,twitter,358,2
2012,twitter,562,1
2017,twitter,648,2
2017,twitter,7,19138
2014,twitter,49,221
2018,twitter,735,1
2018,twitter,71,335
2015,twitter,777,1
2017,twitter,193,35
2014,twitter,149,19
2012,twitter,21,541
2013,twitter,85,45
2018,twitter,1514,1
2017,twitter,857,1
2014,twitter,742,1
2017,twitter,293,11
2018,twitter,240,34
2017,twitter,176,41
2015,twitter,491,1
2015,twitter,19,2186
2016,twitter,160,31
2015,twitter,96,78
2018,twitter,309,18
2018,twitter,140,75
2013,twitter,1121,1
2016,twitter,724,2
2017,twitter,886,2
2015,twitter,1201,1
2017,twitter,788,2
2016,twitter,1265,1
2014,twitter,318,1
2018,twitter,171,51
2018,twitter,420,6
2017,twitter,107,117
2018,twitter,2341,1
2013,twitter,586,1
2015,twitter,73,126
2014,twitter,212,5
2017,twitter,711,3
2012,twitter,533,1
2015,twitter,1069,1
2016,twitter,6,22938
2018,twitter,134,102
2018,twitter,466,5
2017,twitter,153,45
2015,twitter,677,3
2016,twitter,338,2
2017,twitter,402,3
2012,twitter,130,14
2017,twitter,216,27
2015,twitter,322,3
2016,twitter,730,1
2016,twitter,693,1
2016,twitter,200,18
2013,twitter,8,6601
2014,twitter,72,109
2017,twitter,608,2
2015,twitter,480,2
2018,twitter,1597,1
2015,twitter,374,3
2018,twitter,910,3
2014,twitter,464,1
2013,twitter,165,6
2015,twitter,554,5
2013,twitter,4244,1
2017,twitter,41,794
2018,twitter,1814,1
2013,twitter,48,185
2016,twitter,263,15
2013,twitter,22,831
2014,twitter,86,69
2015,twitter,385,3
2018,twitter,1099,1
2012,twitter,270,2
2014,twitter,327,2
2015,twitter,883,1
2013,twitter,334,1
2013,twitter,755,1
2013,twitter,191,10
2014,twitter,255,5
2017,twitter,637,2
2017,twitter,396,6
2018,twitter,632,7
2016,twitter,11152,1
2014,twitter,2368,1
2018,twitter,532,5
2016,twitter,306,9
2015,twitter,242,12
2018,twitter,503,6
2017,twitter,688,3
2015,twitter,311,3
2017,twitter,84,208
2017,twitter,1209,1
2017,twitter,582,3
2018,twitter,1273,1
2016,twitter,1643,1
2014,twitter,390,1
2014,twitter,35,428
2016,twitter,412,2
2017,twitter,1066,2
2015,twitter,348,3
2014,twitter,284,2
2018,twitter,6944,1
2017,twitter,831,1
2015,twitter,740,1
2018,twitter,97,195
2017,twitter,282,8
2017,twitter,33,1269
2018,twitter,595,4
2018,twitter,844,2
2014,twitter,825,1
2013,twitter,1894,1
2018,twitter,246,28
2012,twitter,164,5
2018,twitter,738,2
2017,twitter,2838,1
2017,twitter,1172,1
2014,twitter,192,11
2013,twitter,371,2
2012,twitter,64,45
2012,twitter,307,1
2016,twitter,661,1
2015,twitter,597,1
2012,twitter,456,1
2018,twitter,4282,1
2018,twitter,495,3
2015,twitter,697,2
2017,twitter,860,1
2018,twitter,1588,1
2015,twitter,139,31
2013,twitter,414,3
2015,twitter,448,4
2018,twitter,1162,1
2013,twitter,437,1
2015,twitter,780,1
2018,twitter,1279,1
2018,twitter,143,85
2012,twitter,304,4
2016,twitter,913,1
2018,twitter,661,5
2018,twitter,1657,1
2018,twitter,452,3
2014,twitter,1094,2
2014,twitter,430,3
2015,twitter,494,1
2018,twitter,1989,1
2013,twitter,583,1
2018,twitter,429,7
2018,twitter,68,388
2016,twitter,57,294
2018,twitter,383,9
2018,twitter,137,74
2017,twitter,150,50
2017,twitter,2729,1
2017,twitter,296,10
2017,twitter,2706,1
2012,twitter,273,1
2013,twitter,337,2
2016,twitter,541,3
2018,twitter,1511,1
2014,twitter,401,1
2013,twitter,1084,1
2018,twitter,277,18
2017,twitter,545,1
2015,twitter,239,15
2017,twitter,213,20
2017,twitter,499,4
2014,twitter,221,5
2013,twitter,157,11
2016,twitter,46,420
2018,twitter,767,2
2017,twitter,110,109
2018,twitter,1064,1
2013,twitter,297,4
2014,twitter,607,1
2015,twitter,179,11
2012,twitter,233,1
2017,twitter,98,133
2014,twitter,741,2
2015,twitter,805,1
2018,twitter,2183,2
2018,twitter,949,2
2012,twitter,544,2
2017,twitter,716,2
2012,twitter,467,1
2012,twitter,298,1
2017,twitter,75,273
2015,twitter,513,3
2012,twitter,189,3
2018,twitter,763,4
2016,twitter,291,6
2014,twitter,163,13
2012,twitter,3392,1
2012,twitter,521,2
2018,twitter,1759,1
2017,twitter,58,436
2013,twitter,193,7
2015,twitter,582,1
2016,twitter,990,1
2017,twitter,461,3
2014,twitter,664,1
2018,twitter,268,18
2017,twitter,69,286
2018,twitter,133,87
2018,twitter,3219,1
2015,twitter,379,2
2014,twitter,1056,1
2013,twitter,245,4
2012,twitter,584,1
2016,twitter,51,410
2018,twitter,517,4
2014,twitter,71,106
2018,twitter,1058,2
2013,twitter,299,2
2018,twitter,2143,1
2018,twitter,414,8
2017,twitter,753,1
2016,twitter,689,2
2013,twitter,1493,1
2012,twitter,504,2
2018,twitter,437,5
2013,twitter,1138,1
2018,twitter,1931,1
2013,twitter,425,1
2012,twitter,218,5
2017,twitter,636,3
2013,twitter,282,1
2013,twitter,47,170
2018,twitter,1055,1
2016,twitter,188,26
2014,twitter,60,119
2015,twitter,124,32
2015,twitter,296,2
2012,twitter,341,1
2017,twitter,1349,1
2012,twitter,269,2
2016,twitter,1213,1
2014,twitter,177,18
2013,twitter,113,26
2012,twitter,49,89
2018,twitter,531,6
2014,twitter,844,1
2016,twitter,480,3
2013,twitter,213,6
2012,twitter,198,2
2014,twitter,203,9
2015,twitter,439,2
2012,twitter,100,18
2018,twitter,557,3
2018,twitter,1147,1
2014,twitter,916,1
2013,twitter,754,2
2018,twitter,1221,1
2013,twitter,325,2
2014,twitter,389,2
2014,twitter,140,24
2013,twitter,76,45
2015,twitter,204,10
2012,twitter,261,3
2018,twitter,1582,1
2017,twitter,3178,1
2016,twitter,125,53
2015,twitter,559,2
2015,twitter,596,1
2017,twitter,1412,1
2013,twitter,431,2
2017,twitter,46,657
2017,twitter,1804,1
2013,twitter,611,1
2013,twitter,219,5
2017,twitter,1065,1
2012,twitter,155,7
2015,twitter,347,3
2017,twitter,430,2
2016,twitter,609,1
2018,twitter,737,1
2016,twitter,366,2
2018,twitter,843,1
2018,twitter,202,42
2018,twitter,445,4
2017,twitter,38,939
2017,twitter,530,2
2012,twitter,112,12
2018,twitter,53,628
2018,twitter,1725,2
2014,twitter,240,5
2016,twitter,466,2
2016,twitter,10745,1
2012,twitter,184,6
2018,twitter,758,2
2016,twitter,630,1
2016,twitter,962,1
2017,twitter,694,2
2017,twitter,9848,1
2017,twitter,385,5
2012,twitter,1535,1
2012,twitter,422,1
2018,twitter,48,763
2015,twitter,259,5
2012,twitter,67,42
2015,twitter,188,19
2018,twitter,380,8
2017,twitter,316,8
2012,twitter,399,1
2013,twitter,463,1
2017,twitter,1312,1
2015,twitter,1848,1
2015,twitter,236,11
2013,twitter,1313,1
2012,twitter,708,1
2016,twitter,607,2
2016,twitter,206,18
2018,twitter,927,1
2014,twitter,404,1
2016,twitter,2198,1
2013,twitter,1668,1
2017,twitter,2114,1
2017,twitter,840,1
2017,twitter,170,37
2015,twitter,42,394
2016,twitter,106,64
2015,twitter,2034,1
2016,twitter,578,2
2014,twitter,1114,1
2017,twitter,247,11
2012,twitter,370,1
2016,twitter,292,8
2016,twitter,43,542
2015,twitter,228,6
2018,twitter,764,2
2015,twitter,288,4
2013,twitter,148,11
2014,twitter,224,3
2016,twitter,684,3
2015,twitter,583,1
2018,twitter,658,1
2018,twitter,1462,1
2012,twitter,476,2
2017,twitter,903,1
2015,twitter,1009,2
2014,twitter,2285,1
2018,twitter,612,3
2015,twitter,334,2
2015,twitter,723,1
2014,twitter,66,123
2015,twitter,1215,1
2017,twitter,1444,1
2014,twitter,2479,1
2017,twitter,164,50
2016,twitter,1772,1
2018,twitter,226,24
2017,twitter,61,394
2015,twitter,182,17
2012,twitter,579,1
2014,twitter,510,2
2015,twitter,82,99
2015,twitter,574,2
2016,twitter,392,1
2017,twitter,456,2
2018,twitter,509,4
2014,twitter,490,1
2016,twitter,381,4
2017,twitter,90,170
2016,twitter,641,2
2013,twitter,142,13
2014,twitter,347,1
2014,twitter,513,2
2018,twitter,1150,1
2016,twitter,1520,1
2016,twitter,667,3
2017,twitter,731,3
2012,twitter,648,1
2015,twitter,199,12
2017,twitter,302,7
2014,twitter,135,21
2013,twitter,71,68
2018,twitter,340,9
2015,twitter,219,13
2015,twitter,362,4
2013,twitter,185,3
2016,twitter,432,2
2012,twitter,121,11
2015,twitter,368,4
2014,twitter,304,1
2016,twitter,598,2
2018,twitter,1193,1
2013,twitter,214,4
2016,twitter,922,2
2015,twitter,932,1
2013,twitter,42,225
2015,twitter,342,1
2012,twitter,1,136669
2018,twitter,483,3
2014,twitter,129,25
2015,twitter,291,4
2018,twitter,409,8
2017,twitter,345,8
2017,twitter,419,1
2012,twitter,356,1
2014,twitter,235,3
2013,twitter,669,1
2018,twitter,160,66
2013,twitter,314,2
2012,twitter,711,1
2016,twitter,790,1
2012,twitter,35,168
2013,twitter,111,17
2014,twitter,175,13
2017,twitter,250,8
2016,twitter,149,36
2014,twitter,507,1
2017,twitter,1541,1
2015,twitter,417,1
2012,twitter,141,9
2018,twitter,423,8
2018,twitter,174,51
2016,twitter,295,4
2016,twitter,1617,1
2013,twitter,197,9
2018,twitter,74,317
2018,twitter,1308,1
2016,twitter,243,13
2015,twitter,674,1
2018,twitter,964,2
2012,twitter,479,2
2013,twitter,792,1
2018,twitter,715,1
2013,twitter,151,9
2012,twitter,87,26
2016,twitter,97,97
2018,twitter,815,1
2017,twitter,751,3
2017,twitter,18,4016
2015,twitter,388,3
2016,twitter,452,1
2018,twitter,2335,1
2017,twitter,399,6
2015,twitter,271,7
2016,twitter,335,8
2018,twitter,57,542
2018,twitter,463,3
2017,twitter,2984,1
2014,twitter,848,1
2014,twitter,467,2
2012,twitter,241,3
2015,twitter,457,3
2018,twitter,698,1
2014,twitter,493,2
2018,twitter,678,2
2016,twitter,378,4
2017,twitter,1112,1
2013,twitter,19,1068
2016,twitter,235,15
2018,twitter,412,6
2018,twitter,555,3
2018,twitter,386,11
2017,twitter,393,8
2016,twitter,1832,1
2016,twitter,478,3
2017,twitter,542,6
2012,twitter,247,5
2013,twitter,360,5
2014,twitter,891,1
2014,twitter,152,15
2018,twitter,598,5
2018,twitter,492,5
2012,twitter,416,3
2017,twitter,428,9
2014,twitter,46,276
2014,twitter,544,1
2015,twitter,737,1
2014,twitter,530,1
2018,twitter,1631,1
2017,twitter,3227,1
2013,twitter,466,1
2017,twitter,571,5
2012,twitter,808,1
2017,twitter,81,228
2013,twitter,231,4
2013,twitter,268,4
2012,twitter,204,1
2014,twitter,295,1
2018,twitter,2272,1
2015,twitter,59,209
2015,twitter,308,6
2016,twitter,372,1
2014,twitter,138,22
2016,twitter,272,6
2018,twitter,1525,1
2017,twitter,1318,1
2014,twitter,4615,1
2012,twitter,61,45
2017,twitter,479,6
2014,twitter,287,4
2017,twitter,728,2
2018,twitter,1723,1
2017,twitter,87,176
2018,twitter,200,31
2018,twitter,800,2
2018,twitter,302,17
2017,twitter,736,1
2015,twitter,61,203
2015,twitter,98,54
2012,twitter,1400,1
2014,twitter,495,3
2013,twitter,966,1
2018,twitter,978,1
2018,twitter,1868,1
2018,twitter,196,31
2013,twitter,182,12
2014,twitter,246,9
2014,twitter,283,4
2018,twitter,551,4
2016,twitter,374,4
2016,twitter,1997,1
2017,twitter,1420,2
2012,twitter,412,2
2015,twitter,2709,1
2018,twitter,345,10
2017,twitter,779,3
2017,twitter,287,14
2017,twitter,822,1
2017,twitter,138,63
2018,twitter,792,3
2018,twitter,543,2
2014,twitter,1422,1
2014,twitter,1173,1
2015,twitter,304,2
2013,twitter,1307,1
2014,twitter,241,7
2013,twitter,486,1
2014,twitter,195,5
2014,twitter,26,854
2016,twitter,252,4
2014,twitter,381,3
2016,twitter,1271,1
2014,twitter,172,12
2017,twitter,339,6
2016,twitter,275,5
2015,twitter,445,3
2015,twitter,113,44
2012,twitter,44,117
2014,twitter,1168,1
2013,twitter,317,1
2012,twitter,253,2
2015,twitter,468,4
2018,twitter,257,24
2017,twitter,199,24
2013,twitter,62,80
2017,twitter,957,3
2013,twitter,386,2
2014,twitter,619,1
2013,twitter,457,2
2014,twitter,450,1
2015,twitter,119,46
2018,twitter,827,1
2016,twitter,601,1
2016,twitter,847,1
2018,twitter,17,5113
2012,twitter,190,3
2018,twitter,88,235
2018,twitter,432,4
2015,twitter,620,2
2017,twitter,262,20
2018,twitter,326,8
2017,twitter,416,5
2017,twitter,594,2
2018,twitter,967,1
2016,twitter,741,1
2017,twitter,1089,1
2013,twitter,2,67979
2016,twitter,1125,1
2014,twitter,410,1
2017,twitter,851,1
2016,twitter,1231,1
2015,twitter,2495,1
2017,twitter,654,2
2016,twitter,246,9
2016,twitter,146,45
2017,twitter,210,27
2012,twitter,38,154
2018,twitter,3274,1
2018,twitter,5684,1
2017,twitter,943,1
2017,twitter,445,8
2012,twitter,2022,1
2013,twitter,426,1
2012,twitter,78,26
2017,twitter,1086,1
2018,twitter,652,1
2017,twitter,588,5
2017,twitter,705,2
2015,twitter,1075,1
2014,twitter,370,3
2015,twitter,603,1
2016,twitter,498,4
2018,twitter,440,3
2018,twitter,1079,1
2017,twitter,917,2
2016,twitter,853,1
2014,twitter,155,23
2017,twitter,21,2991
2017,twitter,519,2
2013,twitter,240,4
2013,twitter,683,1
2013,twitter,383,1
2012,twitter,150,8
2018,twitter,2573,1
2015,twitter,299,7
2018,twitter,1428,2
2017,twitter,1115,1
2018,twitter,930,1
2014,twitter,378,2
2012,twitter,250,2
2017,twitter,1756,1
2014,twitter,341,2
2015,twitter,13,4585
2017,twitter,239,19
2013,twitter,1204,1
2013,twitter,563,1
2018,twitter,538,3
2012,twitter,499,1
2018,twitter,1087,1
2015,twitter,397,1
2015,twitter,889,1
2016,twitter,959,1
2016,twitter,710,1
2017,twitter,631,2
2018,twitter,197,38
2017,twitter,133,58
2015,twitter,497,5
2016,twitter,1059,1
2017,twitter,625,1
2015,twitter,105,53
2018,twitter,297,13
2018,twitter,54,613
2018,twitter,546,2
2015,twitter,3451,1
2014,twitter,92,48
2012,twitter,505,1
2015,twitter,156,28
2017,twitter,2005,1
2016,twitter,132,44
2017,twitter,528,3
2018,twitter,8418,1
2018,twitter,2607,1
2018,twitter,615,4
2012,twitter,41,110
2014,twitter,384,1
2014,twitter,121,25
2015,twitter,185,17
2018,twitter,475,1
2018,twitter,120,113
2016,twitter,890,1
2018,twitter,1780,3
2016,twitter,40,631
2018,twitter,91,193
2015,twitter,1891,1
2015,twitter,540,1
2018,twitter,191,32
2017,twitter,668,1
2016,twitter,721,2
2017,twitter,814,1
2015,twitter,93,72
2012,twitter,396,2
2017,twitter,50,547
2016,twitter,109,76
2017,twitter,837,4
2013,twitter,5,16006
2018,twitter,515,6
2018,twitter,266,17
2018,twitter,183,57
2015,twitter,477,1
2016,twitter,186,18
2017,twitter,760,1
2017,twitter,2217,1
2017,twitter,1092,1
2016,twitter,827,1
2018,twitter,220,29
2017,twitter,1484,1
2018,twitter,1216,1
2012,twitter,227,3
2016,twitter,495,2
2013,twitter,635,1
2014,twitter,1695,1
2017,twitter,843,2
2017,twitter,167,44
2015,twitter,76,120
2015,twitter,39,527
2014,twitter,307,6
2018,twitter,870,3
2013,twitter,489,1
2018,twitter,907,2
2012,twitter,436,2
2014,twitter,161,18
2018,twitter,761,2
2015,twitter,225,3
2016,twitter,389,5
2015,twitter,325,1
2017,twitter,2125,1
2017,twitter,797,1
2013,twitter,15548,1
2018,twitter,128,79
2016,twitter,0,898757
2018,twitter,469,7
2013,twitter,1379,1
2017,twitter,279,18
2016,twitter,1211,1
2012,twitter,433,1
2017,twitter,207,31
2017,twitter,920,2
2017,twitter,422,3
2016,twitter,856,1
2018,twitter,392,5
2012,twitter,55,73
2016,twitter,2585,1
2012,twitter,645,1
2012,twitter,316,3
2014,twitter,773,1
2013,twitter,380,1
2013,twitter,354,1
2017,twitter,1298,1
2015,twitter,863,2
2017,twitter,448,6
2012,twitter,4,16299
2014,twitter,69,103
2017,twitter,605,1
2018,twitter,609,3
2013,twitter,443,2
2016,twitter,481,1
2013,twitter,646,1
2016,twitter,1182,1
2015,twitter,571,2
2018,twitter,953,1
2015,twitter,285,9
2018,twitter,1903,1
2017,twitter,359,8
2017,twitter,10,10738
2015,twitter,30,914
2014,twitter,115,28
2013,twitter,51,130
2015,twitter,425,5
2017,twitter,651,1
2014,twitter,361,2
2017,twitter,1392,1
2016,twitter,1328,1
2014,twitter,856,1
2015,twitter,33,767
2018,twitter,323,27
2018,twitter,1356,1
2018,twitter,16012,1
2017,twitter,259,17
2016,twitter,687,1
2012,twitter,267,3
2018,twitter,1766,2
2014,twitter,324,1
2013,twitter,331,1
2018,twitter,841,1
2017,twitter,256,15
2016,twitter,192,13
2016,twitter,309,6
2018,twitter,320,9
2018,twitter,486,10
2013,twitter,1113,1
2016,twitter,166,26
2014,twitter,109,32
2015,twitter,9236,1
2015,twitter,531,1
2018,twitter,108,140
2017,twitter,2245,1
2012,twitter,622,1
2016,twitter,521,1
2017,twitter,1106,1
2012,twitter,104,19
2012,twitter,98,17
2018,twitter,1170,1
2018,twitter,37,1225
2018,twitter,1027,1
2017,twitter,963,2
2013,twitter,1711,1
2013,twitter,188,7
2014,twitter,252,4
2018,twitter,704,1
2018,twitter,349,12
2013,twitter,88,50
2012,twitter,24,394
2015,twitter,345,6
2016,twitter,409,6
2014,twitter,281,4
2018,twitter,635,4
2017,twitter,820,1
2012,twitter,559,1
2016,twitter,17,3495
2012,twitter,167,3
2017,twitter,187,27
2014,twitter,244,9
2015,twitter,202,7
2016,twitter,266,6
2013,twitter,517,1
2015,twitter,208,9
2015,twitter,1333,1
2012,twitter,453,1
2012,twitter,310,1
2015,twitter,843,2
2015,twitter,351,3
2016,twitter,23,1868
2013,twitter,323,2
2016,twitter,515,4
2013,twitter,225,3
2014,twitter,387,4
2017,twitter,1218,1
2018,twitter,1774,1
2015,twitter,451,2
2018,twitter,28,2104
2014,twitter,215,9
2018,twitter,569,3
2015,twitter,279,8
2015,twitter,1164,2
2017,twitter,505,6
2015,twitter,623,1
2016,twitter,441,2
2018,twitter,343,13
2013,twitter,260,3
2012,twitter,1192,1
2017,twitter,373,7
2015,twitter,245,6
2014,twitter,181,7
2013,twitter,615,1
2017,twitter,230,19
2013,twitter,45,184
2015,twitter,102,69
2017,twitter,989,1
2017,twitter,44,743
2012,twitter,339,1
2017,twitter,585,3
2016,twitter,1185,1
2015,twitter,557,1
2017,twitter,614,3
2017,twitter,685,4
2017,twitter,3127,1
2018,twitter,529,5
2016,twitter,401,1
2016,twitter,6260,1
2017,twitter,322,7
2018,twitter,1196,1
