year,indicator,counts,n_items
2015,facebook,85,4
2018,facebook,85,2
2015,facebook,86,4
2013,facebook,87,2
2016,facebook,87,1
2014,facebook,88,4
2017,facebook,89,2
2012,facebook,91,2
2015,facebook,91,3
2017,facebook,91,4
2012,facebook,92,3
2015,facebook,92,2
2013,facebook,93,4
2015,facebook,94,2
2016,facebook,94,1
2014,facebook,96,2
2012,facebook,99,1
2015,facebook,99,3
2013,facebook,103,2
2013,facebook,104,3
2014,facebook,104,1
2014,facebook,106,1
2015,facebook,109,3
2012,facebook,110,3
2018,facebook,112,1
2014,facebook,113,1
2017,facebook,114,1
2017,facebook,115,1
2014,facebook,116,1
2017,facebook,116,1
2015,facebook,118,2
2016,facebook,120,1
2016,facebook,122,1
2012,facebook,125,2
2013,facebook,126,1
2013,facebook,127,2
2013,facebook,128,1
2016,facebook,128,1
2014,facebook,129,1
2016,facebook,130,1
2015,facebook,133,2
2012,facebook,134,2
2013,facebook,135,1
2014,facebook,139,2
2016,facebook,139,1
2014,facebook,140,3
2014,facebook,141,2
2013,facebook,143,2
2015,facebook,143,1
2013,facebook,144,1
2014,facebook,147,1
2012,facebook,148,1
2012,facebook,150,1
2015,facebook,151,1
2013,facebook,152,2
2013,facebook,154,1
2014,facebook,155,1
2012,facebook,156,2
2015,facebook,158,1
2017,facebook,158,1
2013,facebook,161,2
2016,facebook,164,1
2012,facebook,167,1
2015,facebook,169,1
2014,facebook,173,1
2016,facebook,181,1
2014,facebook,183,1
2015,facebook,183,1
2014,facebook,188,1
2013,facebook,196,1
2014,facebook,198,1
2013,facebook,201,1
2016,facebook,205,1
2016,facebook,206,1
2014,facebook,207,1
2012,facebook,233,1
2014,facebook,238,2
2017,facebook,239,1
2015,facebook,241,1
2014,facebook,246,1
2014,facebook,249,2
2014,facebook,250,1
2014,facebook,257,1
2012,facebook,258,1
2014,facebook,264,2
2012,facebook,274,1
2012,facebook,284,1
2013,facebook,287,1
2016,facebook,312,1
2014,facebook,313,1
2014,facebook,316,1
2013,facebook,319,1
2013,facebook,343,1
2013,facebook,379,1
2014,facebook,388,1
2015,facebook,401,1
2015,facebook,409,1
2014,facebook,573,1
2014,facebook,589,1
2013,facebook,594,1
2013,facebook,602,1
2013,facebook,872,1
2012,facebook,884,1
2015,facebook,894,1
2012,facebook,1028,1
2014,facebook,1326,1
2013,facebook,2265,1
2014,facebook,2360,1
2014,facebook,4325,1
2013,facebook,6480,1
2014,facebook,9306,1
2012,facebook,0,1207732
2017,facebook,0,1406998
2018,facebook,0,1540068
2015,facebook,1,96559
2013,facebook,2,17004
2018,facebook,2,24731
2013,facebook,3,6389
2013,facebook,4,3133
2016,facebook,5,3389
2017,facebook,6,2331
2014,facebook,7,882
2015,facebook,7,1571
2017,facebook,7,1636
2017,facebook,8,1152
2018,facebook,8,604
2012,facebook,9,294
2015,facebook,9,847
2012,facebook,14,110
2014,facebook,14,155
2017,facebook,14,235
2012,facebook,15,92
2012,facebook,16,72
2014,facebook,16,164
2015,facebook,16,207
2015,facebook,17,207
2015,facebook,18,185
2016,facebook,19,119
2013,facebook,20,94
2016,facebook,20,132
2018,facebook,20,42
2013,facebook,21,65
2017,facebook,22,79
2012,facebook,23,34
2014,facebook,23,72
2017,facebook,23,54
2012,facebook,25,34
2015,facebook,25,75
2017,facebook,25,64
2015,facebook,26,77
2013,facebook,27,43
2013,facebook,28,37
2016,facebook,28,48
2013,facebook,29,32
2016,facebook,29,52
2012,facebook,31,17
2017,facebook,31,30
2015,facebook,32,37
2018,facebook,33,9
2018,facebook,34,8
2013,facebook,35,17
2018,facebook,35,6
2016,facebook,37,14
2017,facebook,40,20
2014,facebook,41,22
2015,facebook,41,22
2015,facebook,42,22
2017,facebook,42,17
2013,facebook,43,26
2018,facebook,43,3
2015,facebook,44,19
2016,facebook,44,14
2018,facebook,44,5
2016,facebook,45,11
2014,facebook,47,13
2016,facebook,47,12
2017,facebook,47,11
2012,facebook,48,7
2014,facebook,48,5
2017,facebook,49,10
2015,facebook,50,12
2013,facebook,51,11
2015,facebook,51,12
2013,facebook,52,10
2015,facebook,52,13
2018,facebook,53,2
2013,facebook,54,11
2014,facebook,57,7
2012,facebook,58,5
2017,facebook,58,7
2013,facebook,59,4
2018,facebook,61,3
2013,facebook,62,5
2013,facebook,63,8
2018,facebook,69,2
2014,facebook,71,5
2016,facebook,71,1
2012,facebook,74,1
2017,facebook,74,2
2012,facebook,76,2
2013,facebook,76,5
2015,facebook,77,5
2013,facebook,79,3
2016,facebook,79,4
2014,facebook,80,6
2014,facebook,81,6
2015,facebook,82,3
2013,facebook,86,3
2016,facebook,86,1
2016,facebook,88,2
2014,facebook,89,4
2012,facebook,90,1
2014,facebook,90,4
2017,facebook,90,2
2014,facebook,91,5
2015,facebook,93,2
2013,facebook,96,2
2016,facebook,96,2
2016,facebook,97,3
2017,facebook,97,1
2017,facebook,98,2
2014,facebook,99,2
2013,facebook,101,3
2016,facebook,103,1
2014,facebook,105,2
2016,facebook,105,2
2012,facebook,106,3
2017,facebook,108,1
2017,facebook,109,1
2013,facebook,110,2
2015,facebook,110,2
2013,facebook,112,4
2013,facebook,113,2
2014,facebook,114,1
2016,facebook,114,1
2012,facebook,116,1
2015,facebook,117,2
2013,facebook,119,1
2016,facebook,119,2
2014,facebook,123,3
2015,facebook,124,1
2017,facebook,125,1
2012,facebook,126,1
2015,facebook,127,1
2016,facebook,127,1
2014,facebook,131,2
2012,facebook,133,1
2017,facebook,133,1
2013,facebook,137,1
2013,facebook,138,1
2017,facebook,139,1
2015,facebook,142,1
2017,facebook,142,1
2013,facebook,145,3
2017,facebook,148,1
2014,facebook,149,1
2013,facebook,151,1
2016,facebook,152,2
2013,facebook,153,1
2016,facebook,155,2
2014,facebook,158,1
2012,facebook,159,1
2014,facebook,163,1
2013,facebook,171,1
2012,facebook,174,1
2013,facebook,178,1
2014,facebook,180,1
2012,facebook,183,2
2015,facebook,186,2
2013,facebook,187,2
2012,facebook,192,1
2015,facebook,201,1
2013,facebook,204,1
2014,facebook,206,1
2014,facebook,213,1
2012,facebook,215,1
2015,facebook,226,1
2013,facebook,227,1
2013,facebook,229,1
2016,facebook,231,1
2015,facebook,233,1
2013,facebook,235,1
2015,facebook,244,1
2015,facebook,250,1
2014,facebook,265,2
2014,facebook,272,1
2014,facebook,274,1
2014,facebook,280,1
2016,facebook,280,1
2015,facebook,285,1
2014,facebook,288,1
2012,facebook,290,1
2015,facebook,291,1
2014,facebook,296,1
2013,facebook,302,1
2013,facebook,311,1
2013,facebook,329,1
2014,facebook,333,1
2014,facebook,341,1
2017,facebook,350,1
2014,facebook,355,1
2015,facebook,359,1
2013,facebook,422,1
2012,facebook,425,1
2014,facebook,467,1
2014,facebook,508,1
2013,facebook,603,1
2015,facebook,720,1
2015,facebook,726,1
2013,facebook,772,1
2014,facebook,849,1
2014,facebook,881,1
2016,facebook,1200,1
2013,facebook,1373,1
2013,facebook,2350,1
2012,news,1,15710
2013,news,1,20543
2018,news,3,4853
2014,news,4,3268
2012,news,8,369
2015,news,8,1566
2018,news,9,1585
2013,news,10,606
2015,news,10,1035
2016,news,10,1403
2018,news,10,1363
2013,news,11,488
2016,news,11,1260
2018,news,11,1090
2013,news,12,391
2014,news,12,621
2014,news,13,515
2017,news,16,612
2012,news,17,75
2018,news,17,439
2013,news,18,157
2018,news,19,349
2014,news,22,137
2016,news,22,342
2012,news,24,37
2015,news,24,133
2017,news,24,229
2018,news,25,172
2012,news,26,23
2018,news,26,178
2015,news,27,105
2016,news,27,191
2018,news,27,180
2016,news,30,157
2014,news,32,54
2017,news,32,134
2017,news,33,109
2012,news,34,13
2013,news,34,31
2016,news,35,124
2013,news,36,34
2018,news,36,83
2018,news,37,70
2014,news,38,47
2012,news,39,9
2014,news,39,46
2014,news,40,40
2012,news,41,16
2017,news,41,99
2012,news,42,14
2015,news,43,37
2013,news,44,22
2014,news,46,29
2016,news,46,73
2017,news,48,99
2015,news,49,35
2018,news,50,86
2012,news,51,9
2018,news,51,83
2016,news,53,67
2014,news,55,20
2017,news,55,98
2014,news,56,24
2017,news,56,81
2017,news,57,54
2012,news,59,5
2015,news,59,26
2018,news,59,34
2015,news,60,24
2016,news,60,71
2014,news,62,15
2014,news,63,13
2016,news,64,42
2012,news,66,5
2014,news,66,14
2017,news,66,45
2015,news,67,15
2018,news,67,35
2012,news,68,3
2013,news,68,5
2015,news,68,15
2013,news,69,2
2015,news,69,9
2016,news,70,38
2013,news,71,5
2014,news,72,12
2012,news,73,4
2014,news,73,4
2017,news,73,33
2014,news,74,12
2015,news,74,3
2018,news,75,28
2018,news,76,27
2013,news,77,2
2016,news,77,33
2018,news,77,27
2013,news,78,3
2018,news,78,23
2014,news,79,12
2017,news,80,25
2017,news,81,25
2017,news,82,18
2015,news,83,7
2015,news,84,9
2015,news,85,6
2018,news,85,19
2015,news,86,11
2013,news,87,3
2016,news,87,18
2014,news,88,2
2017,news,89,21
2015,news,91,7
2017,news,91,20
2012,news,92,2
2015,news,92,6
2012,news,93,1
2013,news,93,3
2015,news,94,2
2016,news,94,18
2018,news,95,16
2014,news,96,4
2012,news,99,1
2015,news,99,4
2018,news,100,20
2018,news,102,15
2013,news,103,2
2018,news,103,11
2013,news,104,1
2014,news,104,1
2014,news,106,1
2015,news,109,2
2012,news,110,1
2015,news,111,5
2018,news,112,11
2014,news,113,1
2016,news,113,14
2017,news,114,9
2017,news,115,9
2014,news,116,1
2017,news,116,5
2017,news,117,12
2016,news,120,6
2016,news,122,9
2012,news,125,2
2013,news,126,1
2015,news,126,3
2013,news,127,2
2016,news,128,6
2014,news,129,2
2016,news,130,6
2014,news,133,1
2015,news,133,2
2013,news,135,3
2015,news,136,4
2016,news,137,9
2016,news,139,7
2014,news,140,1
2014,news,141,2
2013,news,143,1
2015,news,143,1
2016,news,147,7
2017,news,147,6
2012,news,148,1
2014,news,148,1
2012,news,149,2
2017,news,150,4
2015,news,151,4
2018,news,151,1
2014,news,155,2
2016,news,156,7
2012,news,157,1
2015,news,158,1
2017,news,158,3
2017,news,159,3
2013,news,160,2
2015,news,160,1
2018,news,160,4
2013,news,161,2
2016,news,161,2
2018,news,161,3
2014,news,164,2
2016,news,164,2
2017,news,166,2
2017,news,167,5
2018,news,168,5
2013,news,169,2
2015,news,169,1
2014,news,173,1
2017,news,175,3
2016,news,178,1
2018,news,178,3
2016,news,181,1
2014,news,182,1
2017,news,183,5
2018,news,185,2
2018,news,186,2
2017,news,189,2
2017,news,190,3
2015,news,191,1
2017,news,191,1
2016,news,194,1
2016,news,195,2
2018,news,195,1
2017,news,199,2
2018,news,200,2
2018,news,202,1
2018,news,203,3
2016,news,205,1
2016,news,206,1
2014,news,207,1
2014,news,208,1
2018,news,209,4
2018,news,210,1
2015,news,211,1
2016,news,211,3
2018,news,211,1
2018,news,212,1
2013,news,219,1
2017,news,222,3
2017,news,223,1
2017,news,225,1
2015,news,228,1
2016,news,228,3
2018,news,228,2
2018,news,237,2
2014,news,238,1
2017,news,242,1
2014,news,0,1368183
2017,news,1,34082
2015,news,3,5147
2017,news,3,5252
2015,news,4,3664
2018,news,4,3835
2012,news,5,880
2013,news,5,1934
2016,news,6,2379
2018,news,7,2398
2013,news,8,977
2014,news,8,1424
2016,news,8,1908
2016,news,9,1653
2014,news,11,782
2015,news,12,713
2018,news,12,968
2015,news,13,598
2015,news,15,421
2013,news,16,184
2016,news,16,618
2013,news,17,191
2014,news,17,270
2012,news,19,82
2014,news,19,213
2017,news,19,410
2012,news,21,51
2015,news,21,194
2013,news,22,88
2016,news,23,282
2016,news,24,265
2013,news,25,60
2014,news,28,88
2012,news,30,19
2015,news,31,65
2016,news,31,156
2018,news,31,115
2013,news,32,33
2016,news,32,138
2013,news,33,32
2014,news,33,45
2015,news,37,55
2017,news,37,100
2017,news,38,98
2013,news,39,25
2015,news,39,46
2018,news,39,71
2015,news,40,46
2016,news,40,102
2016,news,41,97
2018,news,41,67
2014,news,42,52
2017,news,43,66
2017,news,46,82
2018,news,46,97
2015,news,47,29
2018,news,48,92
2016,news,49,80
2012,news,52,9
2012,news,53,6
2012,news,55,8
2014,news,58,11
2016,news,58,68
2014,news,59,17
2017,news,59,90
2012,news,60,1
2014,news,60,9
2017,news,60,64
2015,news,61,18
2017,news,62,60
2012,news,63,7
2015,news,63,16
2018,news,63,38
2012,news,64,7
2013,news,65,7
2018,news,65,36
2016,news,66,53
2012,news,70,1
2014,news,70,7
2012,news,71,1
2015,news,71,13
2018,news,72,26
2015,news,73,12
2014,news,75,6
2017,news,77,21
2014,news,78,7
2015,news,80,11
2018,news,80,26
2015,news,81,9
2013,news,82,5
2014,news,83,6
2016,news,83,25
2012,news,86,1
2014,news,86,6
2017,news,86,25
2012,news,87,2
2014,news,87,4
2012,news,88,3
2017,news,88,25
2015,news,89,5
2018,news,89,14
2016,news,90,14
2018,news,91,18
2014,news,93,2
2014,news,94,4
2012,news,95,3
2012,news,96,3
2018,news,96,11
2015,news,97,6
2018,news,97,11
2013,news,98,1
2013,news,99,1
2016,news,99,22
2018,news,99,10
2013,news,100,2
2016,news,100,16
2014,news,101,2
2017,news,102,10
2015,news,103,3
2018,news,104,8
2018,news,107,8
2013,news,108,2
2016,news,108,11
2018,news,108,11
2014,news,109,3
2014,news,110,2
2017,news,113,9
2013,news,114,3
2018,news,115,8
2013,news,116,3
2013,news,117,1
2014,news,119,1
2017,news,119,6
2014,news,120,1
2015,news,120,2
2013,news,122,1
2018,news,122,7
2016,news,123,12
2013,news,125,2
2016,news,125,7
2017,news,127,3
2014,news,128,1
2013,news,130,1
2015,news,131,4
2018,news,131,4
2013,news,133,1
2013,news,134,1
2014,news,135,4
2016,news,135,6
2014,news,137,6
2017,news,137,11
2017,news,138,8
2018,news,139,5
2016,news,141,3
2018,news,141,4
2014,news,143,1
2017,news,144,5
2018,news,147,3
2015,news,148,3
2016,news,149,10
2014,news,153,2
2017,news,155,3
2018,news,155,2
2016,news,157,6
2018,news,157,6
2018,news,158,6
2013,news,159,3
2015,news,162,1
2017,news,162,2
2013,news,166,1
2016,news,167,7
2017,news,168,4
2017,news,169,3
2018,news,171,5
2016,news,174,2
2018,news,174,6
2016,news,175,6
2017,news,179,1
2017,news,180,1
2018,news,180,1
2018,news,181,1
2016,news,183,1
2018,news,183,3
2016,news,185,2
2018,news,190,2
2017,news,195,2
2015,news,197,1
2018,news,197,2
2016,news,200,3
2017,news,201,2
2012,news,206,1
2016,news,207,3
2016,news,209,1
2017,news,210,1
2015,news,212,1
2017,news,212,2
2017,news,213,1
2018,news,215,3
2018,news,221,1
2016,news,225,2
2016,news,226,1
2017,news,229,2
2018,news,230,3
2016,news,233,2
2018,news,233,2
2014,news,236,1
2017,news,236,1
2018,news,240,2
2014,news,242,1
2015,news,247,1
2018,news,247,2
2018,news,250,2
2016,news,258,1
2017,news,260,2
2017,news,263,1
2016,news,267,1
2016,news,274,2
2017,news,279,2
2016,news,290,2
2017,news,294,1
2015,news,295,1
2017,news,296,2
2017,news,297,2
2016,news,299,2
2018,news,299,1
2016,news,300,3
2016,news,301,1
2015,news,0,1400269
2018,news,1,28152
2015,news,2,8896
2016,news,2,10194
2016,news,3,5095
2016,news,4,3674
2014,news,5,2582
2017,news,5,3133
2012,news,6,609
2014,news,6,2200
2012,news,7,446
2013,news,9,826
2016,news,12,1034
2016,news,13,917
2017,news,13,972
2014,news,15,377
2017,news,15,661
2017,news,17,485
2012,news,18,70
2018,news,18,422
2013,news,19,124
2015,news,19,245
2014,news,21,135
2016,news,21,358
2014,news,24,118
2013,news,26,50
2018,news,28,155
2014,news,29,75
2014,news,30,73
2017,news,30,149
2014,news,31,63
2012,news,32,14
2012,news,33,10
2015,news,33,50
2015,news,34,58
2015,news,35,62
2016,news,36,111
2013,news,37,26
2014,news,37,39
2016,news,38,108
2016,news,39,94
2017,news,39,82
2012,news,40,24
2018,news,42,61
2012,news,43,13
2013,news,45,20
2018,news,45,86
2013,news,46,16
2012,news,49,13
2014,news,49,22
2012,news,50,9
2017,news,50,109
2016,news,52,58
2018,news,52,58
2013,news,53,14
2014,news,54,24
2016,news,54,67
2016,news,55,52
2012,news,56,3
2012,news,57,7
2015,news,57,19
2015,news,58,21
2018,news,58,46
2013,news,60,5
2018,news,60,46
2013,news,61,12
2016,news,61,60
2016,news,62,61
2016,news,63,61
2014,news,64,12
2017,news,64,61
2012,news,65,3
2014,news,65,10
2017,news,65,46
2015,news,66,17
2012,news,67,1
2017,news,67,36
2016,news,69,33
2013,news,70,8
2018,news,70,33
2016,news,72,25
2017,news,72,26
2015,news,75,11
2017,news,75,37
2015,news,76,5
2016,news,78,23
2016,news,80,25
2014,news,82,2
2017,news,83,27
2012,news,84,4
2013,news,84,2
2018,news,84,25
2013,news,85,1
2013,news,88,6
2016,news,89,20
2017,news,92,20
2018,news,92,21
2018,news,93,13
2013,news,94,4
2013,news,95,2
2016,news,95,20
2014,news,97,2
2012,news,98,1
2014,news,98,5
2017,news,99,16
2015,news,100,3
2017,news,100,13
2012,news,101,1
2015,news,101,2
2018,news,101,15
2013,news,102,2
2015,news,102,1
2016,news,102,18
2017,news,105,15
2017,news,106,13
2014,news,107,2
2015,news,107,5
2015,news,108,2
2013,news,109,2
2018,news,109,14
2018,news,110,7
2013,news,111,2
2016,news,111,16
2016,news,112,11
2014,news,115,3
2015,news,116,2
2012,news,117,1
2012,news,118,1
2013,news,118,3
2013,news,120,1
2016,news,121,11
2014,news,122,2
2017,news,123,9
2014,news,124,1
2015,news,125,2
2018,news,128,12
2013,news,129,3
2014,news,130,1
2017,news,132,9
2015,news,134,2
2017,news,134,9
2012,news,135,1
2018,news,136,4
2018,news,137,6
2014,news,138,1
2012,news,140,1
2017,news,140,3
2017,news,141,1
2018,news,143,6
2015,news,144,2
2016,news,144,7
2018,news,144,7
2014,news,146,2
2015,news,149,2
2017,news,149,8
2015,news,150,2
2018,news,150,2
2012,news,151,1
2015,news,152,1
2018,news,152,5
2016,news,153,5
2018,news,153,5
2014,news,156,1
2014,news,157,1
2018,news,159,2
2015,news,161,1
2018,news,162,2
2016,news,163,7
2018,news,167,5
2016,news,170,4
2017,news,174,5
2015,news,176,4
2018,news,176,5
2018,news,177,3
2017,news,184,2
2018,news,184,3
2015,news,185,1
2016,news,186,3
2016,news,187,2
2016,news,188,4
2017,news,192,2
2018,news,193,1
2015,news,194,1
2016,news,196,1
2017,news,198,1
2017,news,208,1
2015,news,209,1
2017,news,209,4
2016,news,212,2
2017,news,214,2
2017,news,217,2
2018,news,217,1
2018,news,219,1
2016,news,220,4
2012,news,224,1
2018,news,226,2
2013,news,228,1
2017,news,233,2
2016,news,236,2
2016,news,239,1
2015,news,251,2
2017,news,251,2
2016,news,254,2
2016,news,255,1
2018,news,260,1
2018,news,262,1
2016,news,263,1
2016,news,264,1
2012,news,265,1
2017,news,266,2
2015,news,268,1
2018,news,270,1
2017,news,273,1
2017,news,275,1
2013,news,279,1
2016,news,286,1
2018,news,292,1
2018,news,296,1
2017,news,298,1
2016,news,311,1
2018,news,319,2
2018,news,320,1
2015,news,326,1
2017,news,341,2
2016,news,345,1
2018,news,345,1
2016,news,346,2
2016,news,0,1439769
2014,news,2,7863
2014,news,3,4607
2017,news,4,3763
2015,news,5,2724
2018,news,5,3218
2013,news,6,1617
2015,news,6,2242
2018,news,6,2767
2016,news,7,2088
2017,news,9,1778
2017,news,10,1538
2015,news,11,864
2017,news,11,1315
2012,news,13,134
2013,news,13,324
2013,news,14,278
2015,news,14,513
2016,news,14,798
2018,news,16,514
2016,news,17,488
2017,news,18,450
2014,news,20,173
2015,news,20,216
2018,news,21,298
2012,news,22,30
2018,news,22,268
2013,news,24,65
2014,news,25,102
2016,news,25,277
2014,news,26,102
2014,news,27,89
2017,news,27,200
2012,news,29,17
2018,news,29,109
2013,news,30,33
2018,news,30,111
2013,news,31,37
2016,news,33,115
2016,news,34,115
2017,news,34,111
2014,news,35,48
2012,news,36,7
2014,news,36,42
2017,news,36,101
2012,news,38,5
2015,news,38,34
2018,news,38,75
2013,news,42,31
2017,news,44,83
2012,news,45,15
2015,news,46,33
2013,news,48,18
2013,news,49,25
2018,news,49,76
2014,news,51,25
2016,news,51,73
2014,news,52,26
2017,news,52,113
2017,news,53,105
2012,news,54,9
2015,news,54,23
2017,news,54,108
2018,news,54,54
2015,news,55,23
2016,news,56,63
2018,news,56,48
2013,news,57,12
2016,news,57,72
2016,news,59,49
2014,news,61,20
2015,news,62,20
2015,news,64,18
2013,news,67,10
2014,news,67,6
2016,news,68,54
2014,news,69,11
2018,news,71,27
2013,news,73,3
2013,news,74,8
2016,news,74,26
2018,news,74,28
2016,news,75,32
2016,news,76,31
2017,news,76,26
2012,news,77,2
2012,news,78,3
2015,news,78,6
2017,news,78,26
2012,news,79,1
2018,news,79,23
2012,news,80,1
2013,news,80,4
2016,news,81,27
2016,news,82,27
2018,news,82,25
2013,news,83,1
2014,news,84,7
2017,news,87,24
2018,news,90,17
2013,news,92,3
2014,news,92,3
2016,news,92,20
2016,news,93,25
2017,news,94,24
2014,news,95,2
2017,news,96,16
2013,news,97,3
2016,news,98,11
2018,news,98,11
2014,news,100,3
2017,news,103,17
2015,news,104,2
2013,news,105,2
2015,news,106,5
2018,news,106,9
2016,news,107,15
2016,news,110,15
2014,news,111,1
2017,news,111,6
2012,news,112,1
2015,news,112,2
2017,news,112,15
2012,news,113,1
2018,news,113,9
2018,news,114,11
2016,news,116,7
2014,news,118,3
2017,news,120,6
2015,news,121,2
2017,news,121,7
2018,news,121,2
2015,news,123,2
2018,news,123,6
2016,news,124,13
2018,news,124,4
2016,news,126,7
2017,news,126,7
2014,news,127,1
2017,news,128,5
2017,news,129,9
2015,news,130,5
2016,news,131,5
2013,news,132,1
2016,news,132,6
2016,news,133,7
2018,news,133,5
2014,news,134,2
2017,news,136,5
2015,news,137,3
2015,news,138,2
2016,news,140,5
2018,news,140,2
2017,news,146,6
2018,news,146,5
2013,news,147,1
2016,news,148,2
2018,news,148,3
2013,news,149,2
2018,news,149,4
2014,news,150,1
2016,news,150,7
2017,news,151,6
2012,news,152,1
2014,news,152,1
2017,news,152,8
2017,news,153,6
2017,news,154,1
2018,news,154,3
2018,news,156,4
2015,news,157,1
2013,news,158,2
2016,news,158,3
2017,news,160,5
2017,news,161,3
2016,news,165,3
2018,news,165,4
2018,news,166,5
2016,news,168,4
2015,news,171,1
2017,news,171,2
2018,news,172,4
2015,news,173,2
2016,news,173,4
2013,news,175,1
2014,news,176,1
2017,news,176,2
2015,news,179,1
2015,news,181,1
2018,news,182,2
2016,news,184,2
2017,news,186,2
2015,news,188,1
2015,news,189,2
2014,news,192,1
2017,news,193,3
2017,news,196,2
2013,news,200,1
2017,news,204,3
2018,news,214,1
2016,news,215,1
2014,news,217,2
2012,news,219,1
2017,news,219,3
2014,news,220,1
2017,news,221,4
2016,news,227,2
2017,news,228,3
2017,news,230,2
2016,news,234,2
2016,news,235,1
2018,news,238,1
2016,news,240,2
2016,news,243,1
2014,news,245,1
2016,news,249,3
2018,news,249,3
2016,news,250,1
2016,news,252,1
2014,news,254,1
2018,news,256,1
2017,news,261,1
2016,news,268,1
2018,news,273,2
2017,news,277,1
2017,news,280,1
2016,news,284,2
2013,news,0,1326548
2014,news,1,23944
2016,news,1,41985
2012,news,2,4718
2017,news,2,9182
2012,news,3,2184
2012,news,4,1294
2013,news,7,1293
2014,news,9,1146
2012,news,10,255
2014,news,10,916
