type,timediff,n_items
gold,127,39
gold,121,45
gold,-120,4
gold,370,11
gold,462,51
gold,101,60
gold,193,23
gold,402,30
gold,502,3
gold,479,3
gold,-17,28
gold,419,5
gold,-11,67
gold,488,7
gold,204,107
gold,10,1071
gold,61,231
gold,-111,3
gold,445,8
gold,588,2
gold,253,15
gold,428,71
gold,497,12
gold,-43,42
gold,305,15
gold,-404,1
gold,480,12
gold,-218,1
gold,219,18
gold,-229,1
gold,520,6
gold,-613,2
gold,-78,2
gold,271,27
gold,368,19
gold,228,16
gold,460,5
gold,-410,3
gold,-12,36
gold,254,12
gold,597,4
gold,285,25
gold,546,5
gold,354,6
gold,477,13
gold,185,25
gold,371,22
gold,-221,1
gold,202,39
gold,629,4
gold,251,49
gold,-9,61
gold,102,101
gold,302,15
gold,351,14
gold,45,219
gold,294,92
gold,537,10
gold,-3,135
gold,-70,1
gold,403,48
gold,263,15
gold,595,5
gold,-187,5
gold,77,214
gold,60,152
gold,226,29
gold,-104,1
gold,177,32
gold,154,48
gold,-84,7
gold,160,29
gold,303,15
gold,552,5
gold,-502,4
gold,103,54
gold,495,10
gold,246,15
gold,-296,1
gold,120,98
gold,452,8
gold,-831,2
gold,360,15
gold,329,22
gold,260,19
gold,20,908
gold,412,25
gold,320,9
gold,486,14
gold,535,1
gold,-87,2
gold,386,12
gold,243,28
gold,435,14
gold,-193,3
gold,51,128
gold,151,20
gold,-1,567
gold,443,12
hybrid,-116,8
hybrid,401,2
hybrid,192,16
hybrid,524,7
hybrid,501,1
hybrid,284,26
hybrid,315,31
hybrid,424,7
hybrid,175,45
hybrid,324,5
hybrid,-122,1
hybrid,-82,16
hybrid,-108,9
hybrid,158,24
hybrid,607,12
hybrid,-39,20
hybrid,481,8
hybrid,550,12
hybrid,72,194
hybrid,473,55
hybrid,258,31
hybrid,381,4
hybrid,32,275
hybrid,-73,16
hybrid,272,23
hybrid,-25,42
hybrid,567,8
hybrid,367,32
hybrid,390,5
hybrid,155,177
hybrid,106,206
hybrid,-56,42
hybrid,-105,1
hybrid,63,169
hybrid,-242,1
hybrid,-348,1
hybrid,241,28
hybrid,49,187
hybrid,149,16
hybrid,198,16
hybrid,359,18
hybrid,307,33
hybrid,267,11
hybrid,376,16
hybrid,-174,13
hybrid,322,17
hybrid,173,38
hybrid,81,172
hybrid,-8,79
hybrid,38,309
hybrid,599,7
hybrid,-741,5
hybrid,-549,1
hybrid,7,1383
hybrid,634,1
hybrid,299,78
hybrid,342,14
hybrid,239,16
hybrid,-140,4
hybrid,164,29
hybrid,-163,1
hybrid,465,47
hybrid,-618,1
hybrid,124,63
hybrid,439,11
hybrid,416,14
hybrid,-415,1
hybrid,133,47
hybrid,459,14
hybrid,631,5
hybrid,551,4
hybrid,41,383
hybrid,339,27
hybrid,290,26
hybrid,247,68
hybrid,334,8
hybrid,-89,1
hybrid,357,12
hybrid,-358,4
hybrid,457,1
hybrid,265,21
hybrid,-72,12
hybrid,25,707
hybrid,391,18
hybrid,440,3
hybrid,-106,2
hybrid,105,118
hybrid,483,2
hybrid,291,23
hybrid,540,8
hybrid,-6,188
hybrid,-55,38
hybrid,448,3
hybrid,199,16
hybrid,348,26
hybrid,-46,10
hybrid,617,2
hybrid,139,46
hybrid,22,636
hybrid,222,32
hybrid,517,5
hybrid,108,57
hybrid,225,34
hybrid,274,86
hybrid,531,14
hybrid,182,18
hybrid,88,62
hybrid,400,6
hybrid,48,165
hybrid,618,2
hybrid,449,54
hybrid,432,2
hybrid,280,33
hybrid,-30,26
hybrid,31,492
hybrid,217,22
hybrid,-24,29
hybrid,518,5
hybrid,558,57
hybrid,415,16
hybrid,632,1
hybrid,-482,1
hybrid,532,6
hybrid,-147,17
hybrid,289,44
hybrid,197,16
hybrid,475,57
hybrid,498,11
hybrid,306,10
hybrid,283,28
hybrid,-668,1
hybrid,366,17
hybrid,323,10
hybrid,74,91
hybrid,615,3
hybrid,-173,15
hybrid,131,60
hybrid,157,42
hybrid,-38,29
hybrid,635,1
