type,timediff,n_items
gold,148,54
gold,150,41
gold,156,41
gold,158,63
gold,169,38
gold,174,35
gold,177,42
gold,179,42
gold,185,34
gold,190,40
gold,200,33
gold,203,40
gold,206,26
gold,211,24
gold,222,32
gold,230,46
gold,235,29
gold,238,32
gold,241,22
gold,245,39
gold,248,58
gold,251,42
gold,283,28
gold,286,31
gold,288,35
gold,291,18
gold,293,31
gold,301,26
gold,304,65
gold,306,42
gold,323,20
gold,325,31
gold,339,26
gold,341,25
gold,343,34
gold,344,19
gold,346,15
gold,351,17
gold,362,17
gold,365,56
gold,367,23
gold,368,18
gold,375,16
gold,384,23
gold,386,23
gold,399,14
gold,420,23
gold,421,19
gold,423,19
gold,428,23
gold,431,12
gold,439,20
gold,441,11
gold,442,8
gold,450,6
gold,458,9
gold,463,9
gold,497,9
gold,505,2
gold,508,4
gold,513,6
gold,516,6
gold,521,7
gold,532,5
gold,534,5
gold,537,2
gold,540,1
gold,545,7
gold,556,5
gold,561,5
gold,564,2
gold,569,1
gold,587,3
gold,592,3
gold,598,3
gold,600,1
gold,609,2
gold,-871,1
gold,-794,2
gold,-754,2
gold,-741,2
gold,-736,3
gold,-717,2
gold,-709,1
gold,-683,2
gold,-664,1
gold,-662,1
gold,-656,2
gold,-638,1
gold,-633,1
gold,-622,1
gold,-582,1
gold,-580,1
gold,-569,55
gold,-566,3
gold,-556,1
gold,-551,2
gold,-545,1
gold,-534,1
gold,-527,1
gold,-498,4
gold,-469,1
gold,-442,3
gold,-431,3
gold,-424,1
gold,-407,3
gold,-391,1
gold,-357,1
gold,-333,2
gold,-320,1
gold,-315,2
gold,-267,1
gold,-265,2
gold,-264,5
gold,-262,1
gold,-235,22
gold,-230,1
gold,-228,2
gold,-225,1
gold,-196,2
gold,-177,4
gold,-169,1
gold,-164,1
gold,-138,2
gold,-121,2
gold,-113,1
gold,-105,5
gold,-100,8
gold,-98,1
gold,-90,4
gold,-87,11
gold,-85,3
gold,-76,1
gold,-74,2
gold,-71,1
gold,-66,7
gold,-60,14
gold,-58,7
gold,-53,11
gold,-52,5
gold,-50,6
gold,-42,11
gold,-39,36
gold,-34,18
gold,-29,35
gold,-24,20
gold,-23,18
gold,-18,14
gold,-13,28
gold,-7,28
gold,0,5455
gold,1,6284
gold,8,1218
gold,11,747
